,Comment
10899,It scratches too easily.  �Well� implies something good.
10900,The biggest push away from the Air is usually because a 13 inch laptop feels too cramped. A 15 inch Air would be perfect but they wouldn't make it. Instead it will force upsell to the 16 inch Pro
10901,Moolah ??
10902,Sorry but I really do not think apple should still be selling the 13� MBP with the touch bar. Enough already
10903,They just ruin the awesome and Lengendary design of MacBook Air ??????
10904,That thing looks so nice! Looks like a huge leap forward on the Air!
10905,So in other words Apple has run out of new ideas
10906,"I don't care what color it is.  I don't care how thin it is.  I want a machine that gives me the power and ""pro"" capabilities I'm paying for.,0,Tony Rosetti,2022-06-08T23:47:03Z,0,0.0,0.8500000000000001,-0.4;;"
10907,hey how do you keep you macbook clean? My screen is always covered in grime
10908,But the color is amazing!! I feared it might show finger prints.. arggg Apple!
10909,I would buy all Midnight Blue Apple products if the came out every year for all there products and devices.
10910,So if this has 24GB of RAM. Does this have tripple channel 192 bit bus? Or is this a mismatched set
10911,why is it so hard for me to like you apple
10912,"ah wait I get it, it's that capitalist, minimalist mindset that you have that makes me cringe, leaving out bits and pieces of ""innovation"" and ""features"" for the next version, so that you can appeal to the customer again and force them to buy another piece of subpar product, or maybe its just your aesthetics, looks and feels cheap, ionno, you tell me,1,mobjwez,2022-06-08T23:48:13Z,0,,0.35,0.2;;"
10913,I�m still missing the TouchBar (probably the only person on planet earth). Love the dedicated screenshot button + easier auto fill for passwords and e-mails etc. shame all new MBs don�t have it anymore. Currently have a 2019 Pro and it�s brilliant
10914,Auto-fill for passwords and emails on the touchbar? Chrome handles that for me with a single mouse click
10915,I love it too! It�s much more informative than regular buttons and I use the word prediction all the time. It feels like development. Maybe the reason people don�t like the touch bar is that they have had bad components in their laptop. I have the last intel version with 2 fans and it does heat up quite a bit
10916,Now that you mention finger prints get the space gray
10917,Sorry
10918,still no 2 display support. I will pass it
10919,How about IPS panel in MBA M2 ? I mean liquid Retina display
10920,I wish you could add 4tb thats the only thing stopping me from buying it
10921,Starlight for sure!
10922,8gb / 256 gb at that price point is absurd
10923,Come on
10924,Love the color
10925,Will the M2 Macbook Air have 120hz displays like the M1 Macbook Pro? No one seems to be talking about it.
10926,hello.
10927,The midnight is very beautiful
10928,get a space grey
10929,YEAH!but does it support external duel display???
10930,Still
10931,Midnight for sure but now I'll have to see about this fingerprint magnet problem first
10932,even with the fingerprints
10933,Midnight please!
10934,might night look pretty slick
10935,Linus just posted a video showing you're not uploading in 4K! ????
10936,I'm not sure if the material used on the new M2 Macbook Air is the same on the M1 Macbook air
10937,Space grey for you but I definitely want that midnight
10938,Would anybody here buy a monitor with a notch? Of course not!
10939,I�d get midnight
10940,"Solid upgrade. Bummed to see a price hike but given the current economic environment I�m sure that apple is already swallowing costs and managing how much to pass on to consumers. 

My interpretation is that Apple seems to be using the baseline M2 MacBook Pro as a decoy to push people towards either end of the spectrum. People who want the convenience for a bargain will be pushed to buy the M2Air for slightly cheaper, which will likely provide higher higher margins than the pro for Apple. People who really seek performance are likely to go M1Pro or Ultra (maybe M2 pro or ultra when/if that is unveiled) which moves customers up the pricing ladder.

Apple has a genius marketing team and wouldn�t be against doing something to that affect!,1,Chance Curry,2022-06-08T23:39:09Z,2,0.0,0.4686868686868687,0.1303030303030303;;"
10941,My old windows laptop is starting to bite the dust and I�m planning on getting the new M2 air once preorders open up as my first step into Mac devices. But I�m a little hesitant about upgrading the GPU or RAM for this model. I�m mostly planing on using it for basic tasks
10942,Thanks everyone! Looks like the base model would likely suffice for everything I�m looking for. I still might upgrade that RAM to 16Gb just to have a little buffer for performance.
10943,@Kirill Kouznetsov that�s interesting because I saw a few comments on Reddit saying you can run multiple displays with a USB C hub? I know the current hub I own works with the base model M1 MBA my wife uses.
10944,Remember that you can add only 1 extra display to the Air (for some reason). If that is so
10945,Somebody
10946,i think that the base model would be perfect
10947,Notch for me!!!
10948,I would get the Starlite.
10949,Thanks for sharing!
10950,Are apple trying to simplify their line?. Discarding 13 inch macbook pro and  forcing next gen user to choose either 14/16 inch macbook pro or 13.6 inch macbook air?
10951,Peace.
10952,Remember the lighter 2017 MacBook? I  wish Apple would make something that light again.
10953,Space Gray all the way
10954,Still wearing a mask ?? damn
10955,The Bay Area put their mask recommendation back in place for some reason.
10956,"Ya know, I get that they probably have a stock pile of old parts and they wanna try and get some money out of it. I think a better spin is something like:

�Because we care about the environment, and don�t want to waste all the time and energy it took to make all the old pro parts, we�re gonna upgrade the chip in it to make it a viable machine�

They should also just own up to the fact that they�re doing that and sell those machines for a better deal. That way people who don�t have a ton of money can rep the Apple brand and give them free advertising, and they don�t have to recycle (throw away) the parts.,1,Andrew Albright,2022-06-08T23:36:09Z,0,0.0,0.4571428571428572,0.2857142857142857;;"
10957,Looking good
10958,I love that light brown color. Or maybe it�s a khaki.
10959,MKB: Midnight and the Apple Polishing cloth
10960,"I felt so relieved Apple didn�t go with those stupid childish colours Youtubers were expecting. 

I hate �cheap looking colours�,0,Mai Elizabeth,2022-06-08T23:34:20Z,0,0.0,0.8500000000000001,-0.35;;"
10961,Space gray as always
10962,Crispiest spec of sensor dust I've ever seen ?
10963,Marques
10964,HI
10965,they should've release a m2 Mac mini instead of the m2 MacBook Pro
10966,Starlight is the right answer ????
10967,"Maybe Apple expects the M2 MacBook pro 13"" to not sell very much, or at least much less than the M2 Air. That makes me think of it as a goodbye to the older design. Embrace the new design. Thats the message to customers, I guess.,0,Juan Vasquez,2022-06-08T23:32:13Z,0,0.0,0.3136363636363636,-0.0409090909090909;;"
10968,At 999
10969,Capitalism the pyramid schema that works.
10970,Damn
10971,Can't wait to see your real-world performance comparison between the M1 MBA and the M2. Exceptional content
10972,NOOOO midnight!!!
10973,Only one external display is a huge issue for $1200 laptop IMO
10974,Think you're downplaying the importance of longer battery life. That's a big deal. New Air is disappointing. The notch is still ugly and stupid
10975,as an m1 max owner I'm going to be salty if they drop the m2 max later this year lol. I wont be upgrading for a looooooong time. These things are expensive.
10976,I think midnight or space gray is awesome ??
10977,as usual great quick review
10978,Excellent video man. Awesome tips.
10979,Europe prices are like what? In Portugal  the base new air is 1500� ish ???? with 8gb of ram� why apple
10980,"I�m really torn on this machine. On one hand my M1 MBA is one of the best, most surprising purchases I�ve ever made. While I�m sure the new MacBook Pro does a great job at things like video editing and things that need a lot of rendering, the Air has handled multiple art boards in thinks like Figma, Sketch, and XD like a champ. 

While I do use FCP and Motion every once and a while for motion graphics or prototyping, it�s not often and it�s handled those situations very well. 

I was thinking about getting the new Pro when it was first announce but I might just go with the M2 Air and bump the memory up to 24GB on the baseline since I don�t use more than about 150GB of storage at most times.,1,Justin Latham,2022-06-08T23:29:25Z,0,0.0,0.4370240870240869,0.4171328671328671;;"
10981,get midnight!!
10982,Bharat should make its social media websites like China and Russia. USA social media doesn't like progressive Bharat.
10983,"My big concern with the really gorgeous ""black"" color is what I saw here at 1:29 the ports with scratches caused by the cables... a little thing to keep in mind :),1,Will Arzamendi,2022-06-08T23:28:35Z,6,0.0,0.5866666666666667,0.1691666666666666;;"
10984,Apple should bring the square design from iphone to the Mac instead of rounding the corners
10985,Matte Black my guy
10986,Glad to see touchbar doesn't come back ... hate it.
10987,Starlight for sure
10988,Space gray is the way it is
10989,One of the pluses of the M1 MacBook Pro over the M1 MacBook Air was the better microphones for making recordings (it was claimed to be more professional). Has that difference now gone? I am no longer clear. Presumably the M2 MacBook Pro is the same microphone
10990,I have a Matte Black Surface Laptop 3 and as soon as I saw the Midnight I wondered if Apple would solve the problem of it showing every fingerprint and bit of dust that the SL3 does. Judging by the comment at 3:45
10991,Nice video! Get the midnight color to test it out more and find the best way to clean it ??
10992,clean ur lens ??
10993,Why you even question the color to get
10994,This feels more pro than the 13 inch pro.
10995,M1 ultra?? Or max??
10996,I want a 16� air!!!
10997,That is just like Apple to not drop the price of the two year old M1 MacBook Air... ?? That model should start at $799
10998,First one
10999,You talk about getting me what I wanted to know in the first 2 minutes... thanks
11000,.
11001,y not silver?
11002,Go starlight please we all know what space gray looks like. Lol. Thanks for the review and video
11003,midnight
11004,the midnight USB ports looked scratched
11005,Perfect for the weight conscious college student getting a scholarship based laptop. I'm not sure who else this is for. It's kind of funny
11006,I don�t get the hate on the Touch Bar. Not liking is one thing but the hate I don�t get. It�s good to me
11007,My only issues with the MacBook Air is the camera notch(I�d rather not have a camera at all) Also
11008,The huge notch is not it chief??
11009,Can anyone please tell me if my 2017 macbook pro 13 inch (new body) is worth upgrading for this mac book air m2? Would it be any faster? Or slower
11010,The lense have something. ??
11011,6:43 You forgot the number of external display. Pro > Air.
11012,"Did anyone else realise it turned blue after he said it??? 

For me it was grey all along until he mentioned it�s blue,0,Modisodes,2022-06-08T23:21:04Z,0,0.0,0.1,-0.0166666666666666;;"
11013,I think they are just trying to discontinue the 13 mbp =)))
11014,The pro m2 is there for marketing strategy to pursuade more and more ppl to buy the Air M2
11015,24GB Max RAMS still matters
11016,Starlight is the best
11017,Starlight most definitely!
11018,not very eco friendly huh flying ppl from all over the world to cali. yes i know you live in the usa but mr whose the boss is there too
11019,Get the gold one
11020,My Surface Pro 8 doesn't have a notch and ya can draw on it so ya do't have to have an ipad. It's a win win . Applesux.
11021,get it in starlight
11022,Could you compare Macbook air M2 8GB ram and 16 GB ram?
11023,starlight!
11024,"Dude, when are they going to stop selling laptops with non-upgradable 256 GB storage? ??
That's why I don't buy their crap, you HAVE to pay the extra $100 to get more storage. Who is ok with 256 GB now a days?,1,My Reviews,2022-06-08T23:19:18Z,0,0.0,0.475,0.0499999999999999;;"
11025,Starlight!!!
11026,It's midnight or bust. Good luck.
11027,I LOVE that midnight colour. However the fingerprints are brutal for sure
11028,Not allowing 2 external displays is petty and annoying
11029,Get gold for review
11030,Or maybe you don�t buy the computer because your worried about getting finger printed.
11031,One external display is definitely a dealbreaker for me. I prefer two small monitors over one large monitor. Plus
11032,This is a stunning looking laptop
11033,I never understood why people loved Magdafe so much. But then again I never had a laptop with MagSafe so I might just not know what I�m missing out on. It just seems weird to me that a person would make a purchasing decision based on that feature over things like specs or price point.
11034,Get the midnight color and tell us how to best manage fingerprints.
11035,Why does it only support 1 external display?
11036,Please compare the MacBook Pro 14in to the new air im curious about the differences
11037,Magsafe....laughs in European.
11038,If they added the notch why not add Face ID
11039,"Wonder why the didn't update the imac 24""..... In need of a iMac upgrade but just gotta wait longer I guess,0,Harry Dungal,2022-06-08T23:15:52Z,0,0.0,0.0,0.0;;"
11040,Space gray is my choice
11041,Sounds awesome I think starlight in regards to colors
11042,Pretty sure you said something incorrect in the video
11043,Midnight
11044,Gonna have to unsub... that dust particle is too much for me
11045,idk if it is just me but i would like the form factor of the macbook air but with the upgraded display the pro has. It�s slimmer lighter and looks better(imo)
11046,Buying rn
11047,midnight and just use some alcohol to clean it when it bothers you. anodized aluminum is pretty easy to take care of with some rubbing alcohol
11048,they could just have called this MacBook
11049,Get the midnight one. Unless they send you a midnight one for a review video. Everyone�s going to watch a review of the new one if it�s the new color
11050,All the colours
11051,Next: Anti finger print pro spray starting at 999$
11052,Get the midnight ! ??
11053,seriously when did apple design got this boring ? I'd like to see a modernized version of OG air design. All MacBooks are the same
11054,what??? the M2 MBP 13 only has 2 ports?? I thought it had 2 each for both sides
11055,I feel that M2 Air is the only new machine
11056,Starlighttttttttttt
11057,Are the prices with or without taxes? I'm always confused by this. I'm from the EU and here the prices are always with taxes
11058,The space gr
11059,Is it on my screen only or do guys see two blackish spot on his video??
11060,This laptop looks great tbh! Seriously considering this as the family computer we'll get next. And I have the starlight iPad Mini 6 which looks AMAZING! Leaning heavily towards starlight although I used to prefer silver.
11061,Good chemical bros song
11062,I like mid night. However
11063,Take the gold one
11064,That 35w charging brick is ugly af
11065,Icloth is coming for that midnight.
11066,Please get the midnight black colour??
11067,Looks like a iPad�
11068,"As someone who uses clamshell mode with two 4K monitors, rather than one ultrawide; the single external display support is such a bummer.,0,transatlant1c,2022-06-08T23:10:06Z,0,0.0,0.2714285714285714,-0.0238095238095238;;"
11069,Why the hell did they remove the magsafe connector on my M1 MBP???  Smh.
11070,"I love the Touch Bar, I�ll never understand why so many people hate it.
1 hotkey away from a full size function row.
So you get the function row plus other stuff.

Idk,1,James Carrico,2022-06-08T23:09:34Z,0,0.0,0.585,0.0849999999999999;;"
11071,Get the starlight! Can�t wait for the review!
11072,"I had the exact same thought while watching the keynote about the M2 MB pro. Seems like an insanely niche audience. Weird they didn�t update the design of it either. From what I can tell, it�s the only �recent� MacBook with the older design and what not.

They should have updated the bezels, added M2 with active cooling, MagSafe, and a 1080p camera. Then it would be a reasonable upgrade. But for me, with its current specs, design, and appearance, it�s not even a consideration. I would either do the M2 air for $1200 or the 14� MB Pro with M1 Pro for $2k. 
The M2 MB pro just seems like it�s in limbo� like if it was a 2 year old device already that just needed the updated design and such, that�s what it seems like; but it�s �brand new��
Very, very odd of Apple. 

I think it�s time for a CEO change. Bring in someone younger, that wants to release feature packed software/hardware, that wants to make �pro� devices pro, give us some extra pro software to go along with our �pro� hardware. Listen to your customer base on features that we�ve been begging for for years and years. 

Bring back Apple innovation.,0,DDurbin,2022-06-08T23:08:44Z,1,0.0,0.4149122807017543,-0.0807017543859649;;"
11073,Everything looks good except for the notch
11074,I�m trying to figure out if I should get the new air or the MacBook Pro 14 inch they both have a similar design I like the power and the ports on the pro but the air also has some good features which one would you recommend?
11075,I just bought an air m1 last month
11076,i don t lie the notch
11077,I still can't get use to notch in laptop. I mean it's weird and shows how loyal Apple users are.
11078,Try starlight
11079,"MacBook Pro SE ????? I mean I like it. I liked the design of the old generation (and I still don't feel bored by it) but man I agree that it does not make much sense in this price range. Perhaps... It might make use as an alternative computer for schools and companies those can't/don't want to afford 14"" MBPs and think of Airs as being insufficient in their performance and/or lacking in the image of being Pro.�

+ My other thought is that Apple currently has as wide portfolio of premium laptops as it can ever have. There is almost no price gap between each models whatsoever, it only depends on if you're willing to spend an additional $100 for higher-end model or if you're good with bigger RAM or storage at the same model. Crazy.,1,taeil069,2022-06-08T23:07:48Z,0,0.0,0.5669642857142857,0.0151785714285714;;"
11080,starlightttt please!!!!
11081,*Most people don't even realize that the economy is collapsing and there is an increasing rate of unemployment worldwide
11082,The most important thing about wealth planning is having a proper plan. The idea of working with a professional is great because it will help you plan well
11083,I have a lump sum doing absolutely nothing at all in my bank account
11084,Always get silver! You�re a classy person if you get the silver color ??
11085,Definitely midnight ????????????
11086,I can just picture Gerald Undone shaking his head about the dust on sensor.
11087,GET THE STARLIGHT
11088,Following the design aesthetic of the razor blade. Very nice
11089,Midnight and get a matte finish PPF on it
11090,the colors are so boring!! Silver is lame af.
11091,JUST GIVE US BLACK MACBOOKS APPLE..... FFS
11092,I vote you buy Starlight. :)
11093,My only question...why the notch? Are they r*tarded?
11094,Go with Starlight!
11095,The midnight paint seems to chip around the usb c ports. I got a space gray M1 air and my ports are still perfect after almost a year - keep that in mind if you hate those details
11096,I saw that too
11097,.
11098,I�ve seen this on my old Space Grey MBP
11099,@Gurosama Bltch  maybe the paint process is different bc I checked mine and it just has no chips period
11100,4:40
11101,@Mark Bennett yeah
11102,@airrwalker you can see it in the close up shots that Marques took when he had his hands on session at WWDC. It was no doubt a fresh unit and had nominal use. Pretty evident that the anodised finish had already chipped on both ports after minimal insertion of USB-C cables.
11103,How do you come up with this opinion?
11104,It isn't paint
11105,I think midnight for sure. Yeah
11106,I think the new 13� M2 MacBook Pro is targeting for users who mainly work with the screen they have indoors for some designing works and photo editing things and occasionally taken it out for some easy works with smaller size to fit in a small bag like making a presentation to clients or something. So in this way
11107,"M1, or M2, which one should I go for to replace a 2015 baseline 13 inch Air?
The M1 sounds like a better deal, and is $200 or so cheaper.
I like what the M2 model offers, but feel MagSafe isn't that much of a need, I've only pulled the plug out a few times.
Also, the M2 is a bit more expensive than the M1 is.
I'm not sure the M2 is worth the upgrade, since I likely won't notice the difference between the two.,1,thevacdude,2022-06-08T23:04:18Z,0,0.0,0.4988888888888889,0.065;;"
11108,Between the M2 Macbook Air and the 2022 iPad Air with the Apple Pencil and Magic Keyboard what would be better in university terms? I want to do a right choose ??
11109,Silver
11110,My biggest worry with midnight isn�t the fingerprints
11111,Apple probably has a bunch of leftover chassis' for the old Macbook Pro they're trying to sell before they get rid of that design completely
11112,A notch? Really apple ??
11113,"Thinking of going from a 2017 pro with
touch bar to the new M2 air. I just don�t utilize pro functions to their fullest. Also, the air will have better battery life performance over time as well. Thoughts anyone ?,1,stefa,2022-06-08T23:03:17Z,2,3.0,0.4772727272727273,0.3181818181818182;;"
11114,"@alizierny it definitely is since it uses intel chips over the M2 which is faster but also more efficient. Meaning that your battery will be significantly better. Also, I was planning on getting the new 14"" pro, however, it has worse battery performance when web browsing and working on lighter tasks (excel for example) than the M1 air does. Reason for that is because the computer itself uses more power at all times. The only time the 14"" pro will outshine the M2 air will be with exporting videos from like final cut.,1,stefa,2022-06-09T13:29:55Z,1,,0.6318181818181818,0.1545454545454545;;"
11115,Same dilemma... want an expert's opinion.   I think that the 2017 13 pro is probably slower than the new m2 air
11116,If you can afford it and want to pay for it go for it
11117,"I think people actually love the touch bar. I mean ironically it�s the �casual� users who love it, and not the �pros�
I know a lot of people including my mom who love the touch bar, that�s why I think it�s staying in the line up. Probably not what apple initially envisioned but hey it is the world�s second best selling lap top.,1,Cokez Z.,2022-06-08T23:03:11Z,81,12.0,0.4615740740740741,0.2430555555555555;;"
11118,@DrAmpharos Oh I think the MacBook Air was number one followed by the 13 Inch MacBook Pro with Touch Bar.
11119,I mainly use my m1 macbook pro for app development and I love the touch bar
11120,@Cokez Z. I meant as in which laptop is the first bestselling laptop
11121,IMO I think they just dont want those m1 13 pro chasis become waste
11122,i think it would be cool if it was an optional feature
11123,@DrAmpharos The MacBook Pro with Touch Bar came out in 2016
11124,The touchbar makes some more sense in some apps if you have a non English keyboard. Then it�s one touch on the keybar instead of trying to touch three keys at the same time.
11125,Which laptop is the first? I would think the MacBook pro if not the air
11126,"@Thomas Str�mberg Yes I agree, I actually think it's a pretty cool piece of tech, I  hope Apple keeps it around for a while even if it might not be for me.�
Like I said I think it's more popular with the common folk than ""pro/tech"" users realize. 
But yeah I even know a lot of pro users who love it, the guy who runs my IT staff loves it and is actually excited for the M2 upgrade.,1,Cokez Z.,2022-06-09T04:36:23Z,2,,0.625,0.284375;;"
11127,I love the Touch Bar
11128,I have a 2019 MacBook Pro I love the Touch Bar. It�s just faster and �cooler� looking
11129,Yeah the casual users like it because of the cool factor of the touch bar.
11130,thanks for confirming the fingerprint magnet
11131,Midnight
11132,"My take on the M2 MacBook Pro 13"" is that, as they noted in the WWDC presentation, the 13"" MBP is their 2nd best selling machine. They want to make sure that demand is shifted to its replacements before they take away the option, and the spec bump was low-hanging fruit.,1,Dan Hallock,2022-06-08T23:02:26Z,1,1.0,0.3962962962962963,0.5;;"
11133,Probably also had a backlog of shells as well that needed to be made so they put the m2 in it to for fill those
11134,"""This new one is $1200, but they are keeping the M1 two year-old one at $999 so at least that is nice"" - no it is not. You, together with thousands of other people, just fell for this marketing trap. They are still selling 2 year-old hardware for the same exact price, which now somehow feels ""refreshed"" and feels ""acceptable"" to stay at $999 for 1-2 more years. Also, by doing this they made this new M2 at $1200 more ""acceptable"" somehow because you feel like ""there is a cheaper one if you want"". Pure marketing tactic and it scares me how well it is working out.,1,Azenyr,2022-06-08T23:02:02Z,1,0.0,0.4559090909090909,0.1912012987012987;;"
11135,YeEeEes
11136,"my Lenovo legion phone came with:
67 watt Dual usb-c charger. ????,0,FB Kensar HD,2022-06-08T23:01:49Z,0,0.0,0.0,0.0;;"
11137,I was thinking to order a midnight color
11138,that dual usb-c charger looks FAR to bulky for much use
11139,Looking forward to the CPU benchmarks (performance/power consumption/temperatures).
11140,Get the starlight color
11141,Midnight all the way!!!
11142,Please purchase Midnight.
11143,"Does this MacBook have a touchscreen?,0,""Davian's Collection of VHS, DVDs, Games, and More"",2022-06-08T23:00:38Z,0,0.0,0.0,0.0;;"
11144,"the macbook pro now serves as the middle ground the sway people to buy either the expensive or cheap macbooks cuz its a ""good deal"" compared to the pro. Same with the beer size analogy lol,1,Eason Li,2022-06-08T23:00:34Z,0,0.0,0.4708333333333334,0.2333333333333333;;"
11145,No numpad ?? wtf
11146,Would really like to see a comparison between the MBA and MBP with similar specs
11147,Go to Max Tech channel when they get the laptops
11148,I was pleasantly surprised by the 24gb memory option.  Honestly a perfect sweetspot for creatives who would be too hesitant to shell out the cash for a 32gb system.
11149,I am still hoping for a return of the 2006 black macbook but in the macbook pro...
11150,You gotta grab that starlight one bro
11151,I consider this an unintentional downsell to the M1 - the �250 saving is better invested into more storage
11152,Starlight is cool and all
11153,I think they�re beginning to phase out the MacBook 13�
11154,Apple needs to look at least one usb-c port on the right hand side of their laptops. That�s The one thing that I still dislike about all my Apple laptops.
11155,Hi! Would you still recommend MacBook Air M1 over the new Air
11156,Sensor spots.
11157,It just looks like the old asus laptops in royal blue. Literally exactly the same
11158,The colors are disappointing honestly. So blah at this point. If I got one
11159,I love the external design of this at a glance
11160,@Fionn MacCuill What?! I didn�t know that. I was genuinely considering getting one when they had it at �1
11161,@Fionn MacCuill ikr wtf is that
11162,@Justin Hadasch ok
11163,@Saiiiiiii extra $200? In Hungary it is 100 000 HUF which is around $270
11164,@Bleak Midwinter No one in their right mind will buy the M2 MacBook Pro at least. It�s literally a complete joke.
11165,@Justin Hadasch Prob cause the color
11166,Yeah and in Europe it�s gone up to 1529 euros base. Hard pass from me. Might get the Mac mini
11167,@SolarYak ok
11168,Im so confused why is everyone talking about this design? The last MacBook pros had the same design
11169,It is an apple product
11170,Ok
11171,Remember when apple when they release new products would put the product at the same price and reduce prices for the older model? Those were the good days
11172,@Saiiiiiii I think apple is trying to make people just buy the base model pro
11173,Yeah and I think most people would bump up the storage and go for the $1599 version. If you want to add more RAM thats and additional extra $200 at which it seems to me like getting the 14 inch pro makes much more sense considering it�s delivers much more
11174,3:30 - Safe Space Grey ??
11175,The only reason I�m not buying the The M2 MacBook Air is because of the lack of multiple external monitors. I want something I can take with me and dock at my home desk. Other than that o really like this laptop.
11176,Nice
11177,M2 or the i9 which is better
11178,My concern with the midnight MacBook Air is scratches. Scratches will be very visible against the dark color. This is especially problematic since it has MagSafe. If you don't align the MagSafe charger perfectly when plugging it in
11179,You could put black or blue electrical tape around that area to protect it - clear tape maybe too.  There's ways around this being too problematic I think.
11180,Glad they kept the M1 air as a more inexpensive option
11181,"apple used to praise and kinda brag about the absurd thinness where the top and bottom come together when closing it. this new air just straight up looks like a baby macbook. it doesn't contain that ""thin"" or ""air"" like visual aspect that made up its name in the past. this looks wayyyy more like a inbetween item macbook when compared to a macbook pro or macbook air vs a macbook air replacement.,1,Kirk Shaw,2022-06-08T22:57:25Z,0,0.0,0.4943181818181818,0.0232954545454545;;"
11182,Is that midnight colour already scratching off around the USB-C ports?!
11183,I am more on pro side. Touch bar is cool. I have m1 air
11184,C�mon Marques
11185,What are the older prices inflation corrected?
11186,"I have a M1 air with 16 gb ram and it is heck of a machine. I use it office work and it is silent, never slows down and all around great computer. 

As much as I love mag safe charging, I have gotten into the habit of using the usb C charger for charging both the mac and ipad (and Nintendo switch and other usb C devices), so I am not too sure if I would prefer mag safe as much as i like it. 
I am in market for buying a personal computer and this announcement is very timely.,1,Solid Snake,2022-06-08T22:56:07Z,0,1.0,0.4366161616161616,0.2654040404040404;;"
11187,They still charge through USB-C as well if that helps. The new magsafe is also has USB-C on the end
11188,Thank you for the heads-up at 1:43
11189,will never understand why apple ditched magsafe or their other good features
11190,I got my wife a M1 macbook air for 599 at best buy last November
11191,Did you get a new mic? The voice audio has a lot of sibilance coming through.
11192,I think this is the 2nd video that the lens is smeared or dirty
11193,Ive never understood macbook air. Why the f does it even exist? We only need macbook pros ??
11194,I don't understand why the Mac mini didn't get a refresh?
11195,Try the midnight this time ??
11196,Midnight and don�t look back
11197,Thank you for uploading in 2160p
11198,The M2 Air is more expensive to compensate for the new design
11199,Apple did the same thing in 2018 with the 2015 air they kept it around at $999 while the new design was more expensive
11200,Am I the only one who misses the wedge shape?
11201,there's no reason why you aren't getting midnight color. WE HAVE SEEN GOLD SILVER ALREADY
11202,Midnight
11203,Midnight with a clear skin? I wish they would do a green
11204,I think I will wait for the 6th generation chip. I believe it will be faster.
11205,I just noticed - why is the MacBook Air M2 price higher in the UK than in the US? It�s $1200 but �1250. Same with the MacBook Pro M2 situation. Surely it�s meant to be even or the UK is meant to have a lower figure price to match currency differences?
11206,Fingerprints? Dbrand skin? different color? Have you tried not having such a dirty / greasy hand?
11207,midnight with a dbrand to match the colour
11208,Hold up hold up.. MacBook Pro just came back with the ports.. are you telling me they have removed all those old ports again??? If so il buy the MacBook Pro  M1 pro tomorrow� at least il have all the USB ports and SD card reader there..
11209,iPad pro 11 M1 chip is my main computer going forward.
11210,3:11 color decision
11211,At 0:53 it looks like
11212,get a clear cover?
11213,Get midnight and see if the inside is also a fingerprint magnet
11214,Silver!!! you should get a silver!
11215,"Honestly at $1600 for a 16/512 m2 air it starts to make sense to just spend $400 more for the base 14"" pro. The micro-led display alone is worth some serious cash if you ask me. That being said I'll probably buy a 16/256 m2 air at $1400 because paying $200 for an extra 256gb of OK performing storage is insane. Cloud and fast external storage are very much a thing at far more reasonable prices. Though if I go that route my Nintendo Switch will have more storage than my damn laptop??.,1,Duke of Gigabytes,2022-06-08T22:49:44Z,2,0.0,0.555111111111111,0.1017777777777777;;"
11216,00:54 Wow
11217,"My friend has a lenovo s740 in a dark grey/almost black color, and after a few months the usbs are just like that. It gives a ""old used device"" vibe. Companies should be more careful about that,0,AT Digital,2022-06-08T22:52:18Z,0,,0.4388888888888889,-0.0027777777777777;;"
11218,goofy ahh notch bruh ?
11219,Space grey!
11220,great comparisson at the end
11221,M1 Ultra vs Max - are they changing the name
11222,the other problem with dark blue is when you're outside
11223,"If I wanted to upgrade it a bit, would you recommend more Ram or Storage?
(Would use for IG edits, Canva, Small YouTube videos filmed on iPhone, and contracts/multiple tabs),1,AECaniff,2022-06-08T22:48:11Z,0,0.0,0.45,0.125;;"
11224,I already have it and I can vouch it lives up to the hype!
11225,"When they say 35% increase in performance of  GPU, I think they are comparing the 10 Core of M2 (Max upgrade) over 7 Core of M1(Base Version) .

So it looks like there is no actual increase in performance of GPU but they are just adding 1 more core to Base M2 to make 8 core GPU which has about 15% increase in performance from the 7 Core Base M1.

Please Marques look if that is true cause a lot of people will have false sense of 35% actual increase in GPU performance.,0,De Chubasco,2022-06-08T22:47:37Z,0,0.0,0.5642857142857143,-0.1642857142857143;;"
11226,Get Starlight!
11227,Starlight ??
11228,get starlight!!
11229,"I think is beautiful, I heard that there is a 15"" Air in the oven...do you anything about it?,1,Pedro Almodovar,2022-06-08T22:46:59Z,0,0.0,1.0,0.85;;"
11230,Why the notch tho?�.
11231,How's the display???
11232,"I thought the EXACT same thing when I saw the release and wondered, why would anyone go with the Pro.
Maybe they are trying to replace the 13"" pro with the Air and this is the last year they'll offer it...?,1,AECaniff,2022-06-08T22:46:28Z,0,0.0,0.1472222222222222,0.0833333333333333;;"
11233,Do you think the candy colours will still come or game over?
11234,When does it come out? I start classes this month smh
11235,wow... it looked amazing
11236,One
11237,I was thinking Starlight and Space grey for myself. I originally wanted midnight but I also noticed the fingerprint issue. I am getting a new macbook air because my 2015 Pro is done for though I love it but it would be nice to handle a faster machine with a battery that is not swelling. I would totally go for a Pro but the prices are crazy and in the end I am not a professional who will ever need that much performance. I would just get a mac mini if I needed too.
11238,Make sure to give your older machine back to Apple for recycling :)
11239,same here. i wanted to buy the midnight until i saw closeup hands on shots. space grey is the OG
11240,I may get the space gray
11241,I enjoy the style and color. The  max ram bump and I think hard drive max spec bump is good too! Welcome back mag safe! Woot woot
11242,I'll wait for the M3.
11243,Hey Marquees you had a hum sound in your background there.
